image_id,filepath,borough,road_type,sample_latitude,sample_longitude,latitude,longitude,compass_angle,captured_at,source,sky_fraction,greenery_present,greenery_density,building_height_ratio,traffic_intensity,pedestrian_activity,surface_condition,lighting,height_enc,traffic_enc,pedestrian_enc,greenery_enc,surface_enc,light_enc,green_bin,stress,calm,vitality,enclosure,safety,desolation,scene_description,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_negativity,negativity_index
2970712733251319,images/Kingston_upon_Thames/2970712733251319.jpg,Kingston upon Thames,unknown,51.39495742440137,-0.2544413780289541,51.394343040931,-0.25515343062602,74.107604943633,1499687136107,Mapillary,0.1,True,low,medium,moderate,none,good,dim,2,2,0,1,2,1,1,6.5,3.0,2.3,7.6,3.8,7.0,"A view from inside a vehicle showing a road tunnel with multiple lanes, brick walls on either side, and a bridge overpass in the background. Several cars are visible in the distance.",0.0,1.0,0.0,0.0,0.04026682674884796,0.8922712802886963,0.06746194511651993,0.5,0.270133413374424
290476959237880,images/Kingston_upon_Thames/290476959237880.jpg,Kingston upon Thames,unknown,51.39038901151486,-0.2514691896428545,51.390328333333,-0.25293666666664,359.28196746111,1489859397564,Mapillary,0.7,True,medium,low,moderate,none,fair,dim,1,2,0,2,1,1,1,4.9,5.8,1.7,3.2,2.7,8.0,"A street scene with houses on both sides, a road with cars driving on it, and a cloudy sky above.",0.0,1.0,0.0,0.0,0.03296392038464546,0.883386492729187,0.08364959061145782,0.5,0.26648196019232273
235942214954413,images/Kingston_upon_Thames/235942214954413.jpg,Kingston upon Thames,unknown,51.3584333218172,-0.3097870915321293,51.359133094447,-0.31077366911063,25.582890245839,1499686706099,Mapillary,0.6,True,medium,low,moderate,none,good,bright,1,2,0,2,2,3,1,4.6,5.8,4.3,3.6,5.8,5.0,"A suburban street scene with a road stretching into the distance, lined with houses on the left and trees on the right. There are several vehicles on the road, including a white van and multiple cars. The sky is blue with many white clouds.",0.0,1.0,0.0,0.0,0.010484358295798302,0.7139838933944702,0.27553170919418335,0.5,0.25524217914789915
1129823320846612,images/Kingston_upon_Thames/1129823320846612.jpg,Kingston upon Thames,unknown,51.35215268431667,-0.323414625557944,51.355604612115,-0.323594094163,35.306335449219,1545651036287,Mapillary,0.3,True,medium,low,moderate,none,good,normal,1,2,0,2,2,2,1,5.0,4.9,3.3,4.8,4.8,6.0,"A multi-lane highway with a grassy verge and trees on the left side, and a guardrail on the right side. The road is wet and has white markings. There are several vehicles on the road, including a red car in the distance. The sky is blue with some clouds.",0.0,1.0,0.0,0.0,0.025541584938764572,0.7445122003555298,0.22994622588157654,0.5,0.2627707924693823
813321356254306,images/Kingston_upon_Thames/813321356254306.jpg,Kingston upon Thames,unknown,51.357166658165205,-0.3214631046712177,51.357085639961,-0.32214529775828,27.605529785156,1545651042745,Mapillary,0.6,True,low,low,moderate,none,good,normal,1,2,0,1,2,2,1,4.9,4.5,3.3,3.6,4.8,6.0,"A multi-lane highway with a grassy area and trees on the left side and a guardrail on the right side. There are several vehicles on the road, including a blue van and a white car. The sky is blue with some clouds.",0.0,1.0,0.0,0.0,0.007036618888378143,0.693637490272522,0.2993259131908417,0.5,0.25351830944418907
974828386421167,images/Kingston_upon_Thames/974828386421167.jpg,Kingston upon Thames,unknown,51.430261183438304,-0.3061913103072904,51.43102574898,-0.30703056938776,181.15516662598,1607341321793,Mapillary,0.6,False,none,medium,moderate,low,good,dim,2,2,1,0,2,1,0,6.1,3.1,4.0,5.6,4.5,5.7,"A street scene with a road running through the center, lined with buildings on both sides, some of which appear to be shops. There are several cars and vans on the road, and a few pedestrians are visible on the sidewalk. The sky is overcast.",0.0,1.0,0.0,0.0,0.04551750048995018,0.8300982713699341,0.12438422441482544,0.5,0.2727587502449751
987310962072885,images/Kingston_upon_Thames/987310962072885.jpg,Kingston upon Thames,unknown,51.39391554525381,-0.2711295002906394,51.397247949699,-0.27786856703407,291.90454101562,1612186146169,Mapillary,0.6,True,low,low,light,none,fair,dim,1,1,0,1,1,1,1,4.3,4.8,1.7,3.6,3.2,8.0,"A residential street with parked cars on both sides, lined with brick houses and trees, with a leafless tree on the left and hedges on the right.",0.0,1.0,0.0,0.0,0.055177055299282074,0.8918493986129761,0.05297353118658066,0.5,0.27758852764964104
284746633375206,images/Kingston_upon_Thames/284746633375206.jpg,Kingston upon Thames,unknown,51.36842820509488,-0.3157214675159416,51.368728444565,-0.31861157282609,5.7935485839844,1545651099764,Mapillary,0.4,True,medium,low,moderate,none,good,normal,1,2,0,2,2,2,1,4.9,5.2,3.3,4.4,4.8,6.0,"A multi-lane highway with a bridge in the distance, surrounded by trees and streetlights, with a blue sky above.",0.0,1.0,0.0,0.0,0.004136663395911455,0.6134880781173706,0.3823752999305725,0.5,0.2520683316979557
809825123282558,images/Kingston_upon_Thames/809825123282558.jpg,Kingston upon Thames,unknown,51.4022920007944,-0.2795104583530808,51.397877692754,-0.28259274357488,266.02984619141,1612186184052,Mapillary,0.6,True,low,low,moderate,none,good,dim,1,2,0,1,2,1,1,4.9,4.5,2.3,3.6,3.8,7.0,"A suburban street with two lanes of traffic, lined with residential buildings and trees, with vehicles traveling in both directions.",0.0,1.0,0.0,0.0,0.03939802944660187,0.912617027759552,0.04798499867320061,0.5,0.26969901472330093
312216293620967,images/Kingston_upon_Thames/312216293620967.jpg,Kingston upon Thames,unknown,51.41243316416679,-0.2532040711797065,51.416150174074,-0.25050173497942,183.72409057617,1612190446071,Mapillary,0.5,True,low,low,light,none,good,dim,1,1,0,1,2,1,1,3.9,4.8,2.3,4.0,4.3,7.0,"A road with a bridge overhead, a fenced area on the left, and trees in the background under a grey sky.",0.0,0.93,0.07,0.0516,0.024222740903496742,0.8930597901344299,0.0827174112200737,0.47419999999999995,0.24921137045174835
222576129632547,images/Kingston_upon_Thames/222576129632547.jpg,Kingston upon Thames,unknown,51.35603112161622,-0.3017310152520919,51.361324357036,-0.30912528348968,199.6388092041,1606490740746,Mapillary,0.7,True,low,low,moderate,none,good,dim,1,2,0,1,2,1,1,4.8,4.8,2.3,3.2,3.8,7.0,"A suburban street with two-lane roads and sidewalks, lined with brick and white houses, trees, and greenery. A black car is in front, followed by a yellow car and other vehicles. Traffic lights are visible.",0.0,1.0,0.0,0.0,0.017367171123623848,0.7876282334327698,0.1950046271085739,0.5,0.2586835855618119
1039915787753328,images/Kingston_upon_Thames/1039915787753328.jpg,Kingston upon Thames,unknown,51.43095532145304,-0.3113435116709758,51.4286239,-0.3137995,298.76,1625992488000,Mapillary,0.7,True,medium,low,none,low,good,normal,1,0,1,2,2,2,1,2.1,7.4,5.0,3.2,6.5,4.7,A paved path runs along a grassy area with trees and a body of water on one side under a cloudy sky. A cyclist and a person walking are visible on the path.,0.0,1.0,0.0,0.0,0.0066364482045173645,0.8567056059837341,0.1366579681634903,0.5,0.2533182241022587
455196887419834,images/Croydon/455196887419834.jpg,Croydon,unknown,51.32042087633322,-0.1181506256440294,51.3282231,-0.1257803,305.772,1719763209000,Mapillary,0.3,True,high,low,none,none,poor,normal,1,0,0,3,0,2,1,3.4,6.9,2.0,4.8,3.5,8.0,"The image depicts a blurry view of dense greenery and trees along a street or road, with a blue sky and white clouds in the background.",0.06,0.94,0.0,-0.1027,0.012756883166730404,0.7876065373420715,0.19963659346103668,0.55135,0.2820534415833652
627622268279219,images/Croydon/627622268279219.jpg,Croydon,unknown,51.322620194036894,-0.0691745736373217,51.328145900002,-0.073978099997269,0.0,1639320814429,Mapillary,0.2,True,low,medium,none,none,fair,dim,2,0,0,1,1,1,1,4.5,4.3,1.7,7.2,3.7,8.0,A chain link fence in the foreground partially obscures a view of a brick building with a dark roof and white trim. The building appears to be a school or community center with a sign on the front. A paved area with a sidewalk and a small tree is visible.,0.0,1.0,0.0,0.0,0.11701391637325287,0.840469479560852,0.04251654073596001,0.5,0.30850695818662643
442793327453429,images/Croydon/442793327453429.jpg,Croydon,unknown,51.374241216438826,-0.117829332437389,51.3789622,-0.11038669999751,0.0,1657635924281,Mapillary,0.7,True,low,low,light,none,fair,dim,1,1,0,1,1,1,1,4.1,5.1,1.7,3.2,3.2,8.0,"A street scene showing a Kwik-Fit store with a gas station on the right, a dark grey car in the foreground, and a cloudy sky above.",0.0,0.943,0.057,0.0516,0.01207851991057396,0.9033428430557251,0.08457864075899124,0.47419999999999995,0.24313925995528696
487765235762620,images/Croydon/487765235762620.jpg,Croydon,unknown,51.41694081424768,-0.0869560678994517,51.424694199972,-0.0814984,148.99543943004,1566243283000,Mapillary,0.7,True,medium,low,light,none,good,bright,1,1,0,2,2,3,1,3.3,6.8,4.3,3.2,6.3,5.0,"A suburban street with trees and houses on both sides, a sidewalk on the left, and parked cars on the right.",0.0,1.0,0.0,0.0,0.09892472624778748,0.8519557118415833,0.049119580537080765,0.5,0.29946236312389374
1205587026908723,images/Croydon/1205587026908723.jpg,Croydon,unknown,51.37396656908308,-0.1126061752904079,51.377904600002,-0.1087045,0.0,1657635939174,Mapillary,0.6,True,low,low,none,none,fair,dim,1,0,0,1,1,1,1,3.1,5.5,1.7,3.6,3.7,8.0,"A street scene with a metal fence separating two roads, a row of industrial buildings and warehouses in the background, and trees on the right side under a cloudy sky.",0.0,1.0,0.0,0.0,0.08995651453733444,0.8666861653327942,0.04335729405283928,0.5,0.2949782572686672
273953384479770,images/Croydon/273953384479770.jpg,Croydon,unknown,51.29466601702519,-0.111108036344343,51.295604694444,-0.11026472222222,0.0,1408386109062,Mapillary,0.0,True,none,low,none,none,fair,normal,1,0,0,0,1,2,1,4.3,2.3,2.7,6.0,4.7,7.0,a close-up view of a red postbox with a white sign displaying collection times for Royal Mail,0.0,1.0,0.0,0.0,0.02723604254424572,0.9222553968429565,0.05050862208008766,0.5,0.26361802127212286
445808633794455,images/Croydon/445808633794455.jpg,Croydon,unknown,51.361799575641975,-0.0833948487441016,51.360555555556,-0.085065299999059,0.0,1657636514157,Mapillary,0.1,True,high,low,light,none,good,normal,1,1,0,3,2,2,1,3.8,6.3,3.3,5.6,5.3,6.0,"A street scene with a road curving to the left, lined with trees and bushes on the right side, and a sidewalk with a sign reading 'CROHAM MANOR ROAD'. The road has several cars parked along it and a crosswalk with white markings.",0.0,1.0,0.0,0.0,0.056452929973602295,0.8995754718780518,0.04397153854370117,0.5,0.27822646498680115
1247435246240454,images/Croydon/1247435246240454.jpg,Croydon,unknown,51.40583334850608,-0.1181214762866203,51.4085571,-0.1153109,217.974,1719763747000,Mapillary,0.1,True,high,low,none,none,poor,bright,1,0,0,3,0,3,1,3.7,6.3,3.0,5.6,4.5,7.0,The image shows a blurry view of trees and greenery with patches of sky visible through the leaves. The scene appears to be a natural or park-like setting with dense foliage. No street or urban features are clearly visible.,0.086,0.789,0.124,0.3818,0.04451029747724533,0.7073750495910645,0.24811460077762604,0.30910000000000004,0.17680514873862269
529912611510558,images/Croydon/529912611510558.jpg,Croydon,unknown,51.38638410258512,-0.0728205956027972,51.390127777778,-0.080616666666667,37.0,1440931533000,Mapillary,0.7,True,high,low,none,none,fair,dim,1,0,0,3,1,1,1,2.3,8.4,1.7,3.2,3.7,8.0,"A railway track runs along the bottom of the image, with a grassy area and trees on the opposite side. The sky is overcast and cloudy.",0.0,1.0,0.0,0.0,0.1480393260717392,0.7740803360939026,0.07788030058145523,0.5,0.3240196630358696
2826572467496545,images/Croydon/2826572467496545.jpg,Croydon,unknown,51.32930445696962,-0.1286778652239549,51.328000109691,-0.12802669778478,215.98173420834,1692010098367,Mapillary,0.6,True,medium,low,moderate,none,fair,dim,1,2,0,2,1,1,1,5.1,5.5,1.7,3.6,2.7,8.0,"A road with a truck in the foreground, followed by two cars, on a cloudy day. The road has a bike lane and is lined with trees and houses.",0.0,1.0,0.0,0.0,0.028260977938771248,0.8529571294784546,0.11878195405006409,0.5,0.2641304889693856
3241353546100976,images/Croydon/3241353546100976.jpg,Croydon,unknown,51.35740100154307,-0.0895368921735078,51.359665300003,-0.085564700001219,0.0,1657636540139,Mapillary,0.4,True,medium,low,light,none,fair,normal,1,1,0,2,1,2,1,4.2,5.5,2.7,4.4,4.2,7.0,The photograph shows a white two-story house with a brown tiled roof and red brick accents. A white SUV is parked on the street in front of the house. The house has a small front yard enclosed by a low brick wall and a wooden fence. There are trees and bushes on the left side of the image.,0.04,0.96,0.0,-0.2732,0.0472099743783474,0.8955634832382202,0.05722654238343239,0.6366,0.3419049871891737
802100340711482,images/Croydon/802100340711482.jpg,Croydon,unknown,51.31742775787787,-0.1419171112642465,51.319980648647,-0.14114338191155,222.31655883789,1501660825476,Mapillary,0.6,True,low,low,light,none,good,dim,1,1,0,1,2,1,1,3.8,5.1,2.3,3.6,4.3,7.0,"A two-lane road with a yellow line down the center, lined with brick houses on the right and a stone wall with trees on the left. A few cars are driving away from the camera, and there are power lines and a cloudy sky above.",0.0,1.0,0.0,0.0,0.13077695667743683,0.7968522906303406,0.0723707377910614,0.5,0.3153884783387184
802790824418145,images/Croydon/802790824418145.jpg,Croydon,unknown,51.36705491094803,-0.1060580227207748,51.3690064,-0.104171,0.0,1657636083085,Mapillary,0.1,True,medium,low,none,none,fair,normal,1,0,0,2,1,2,1,3.5,5.3,2.7,5.6,4.7,7.0,"A grassy area with trees and a curb in the foreground, a bridge and a building in the background.",0.0,1.0,0.0,0.0,0.01536762248724699,0.882663905620575,0.10196846723556519,0.5,0.2576838112436235
806141026935133,images/Croydon/806141026935133.jpg,Croydon,unknown,51.31681631581695,-0.1238934344069053,51.322920388889,-0.12419308333333,0.0,1527504629010,Mapillary,0.0,True,low,low,none,none,fair,normal,1,0,0,1,1,2,1,4.0,3.7,2.7,6.0,4.7,7.0,a close-up of a red postbox with a white label on its front showing collection times,0.0,1.0,0.0,0.0,0.023641647771000862,0.9166285991668701,0.05972977727651596,0.5,0.26182082388550043
320863386142282,images/Bromley/320863386142282.jpg,Bromley,unknown,51.39302119828542,-0.0231649957751204,51.393205999972,-0.0232405,177.88237519208,1566330488000,Mapillary,0.3,True,high,low,light,none,fair,dim,1,1,0,3,1,1,1,4.0,6.6,1.7,4.8,3.2,8.0,"A road with a car driving on it, surrounded by dense greenery and trees on both sides, with a sidewalk to the left and a streetlight in the background.",0.0,1.0,0.0,0.0,0.01067135389894247,0.7419325709342957,0.2473960667848587,0.5,0.25533567694947124
1076338471081055,images/Bromley/1076338471081055.jpg,Bromley,unknown,51.37784504271971,0.1466576482250142,51.383792,0.147732,90.566,1751020533000,Mapillary,0.3,True,high,low,light,none,fair,bright,1,1,0,3,1,3,1,4.0,6.6,3.7,4.8,5.2,6.0,"A tree-lined road with dense greenery on both sides, a single vehicle in the distance.",0.0,1.0,0.0,0.0,0.005645620170980692,0.5372112989425659,0.45714306831359863,0.5,0.25282281008549035
1232102022240482,images/Bromley/1232102022240482.jpg,Bromley,unknown,51.41094126011036,0.0339692240016378,51.406829704333,0.027551339833333,101.9249772163,1775295509575,Mapillary,0.5,True,medium,medium,light,none,good,normal,2,1,0,2,2,2,1,4.4,6.2,3.3,6.0,5.3,6.0,"A street scene with a road and sidewalk, featuring buildings, trees, and a gas station on the left side, with vehicles and a pedestrian area.",0.0,1.0,0.0,0.0,0.024956751614809036,0.910009503364563,0.06503375619649887,0.5,0.2624783758074045
571978717632237,images/Bromley/571978717632237.jpg,Bromley,unknown,51.36172613853018,0.0220166979674418,51.367316773345,0.025098916645844,171.92222810009,1656166368562,Mapillary,0.5,True,high,low,none,none,good,normal,1,0,0,3,2,2,1,2.1,8.2,3.3,4.0,5.8,6.0,"A straight road with two lanes and white markings stretches into the distance, flanked by dense greenery on both sides. The road appears to be surrounded by trees and bushes, with a cloudy sky above.",0.0,0.944,0.056,0.2263,0.03707396984100342,0.8215042352676392,0.1414218246936798,0.38685,0.21196198492050172
322149769258767,images/Bromley/322149769258767.jpg,Bromley,unknown,51.39370098082364,0.0963960990061028,51.391704506192,0.097704608851018,97.493812561035,1495279804373,Mapillary,0.7,True,medium,low,none,low,fair,normal,1,0,1,2,1,2,1,2.6,7.1,4.3,3.2,5.3,5.7,A road with a sidewalk on the right and a grassy area with a fence on the left. There are trees on both sides of the road. A person is walking on the sidewalk in the distance. The road has a sign indicating a school zone.,0.0,1.0,0.0,0.0,0.16271017491817474,0.7742396593093872,0.06305019557476044,0.5,0.33135508745908737
740685270417902,images/Bromley/740685270417902.jpg,Bromley,unknown,51.332518972872215,0.0216035335194948,51.329129441842,0.024543533000244,250.27352905273,1656166831608,Mapillary,0.5,True,medium,low,moderate,none,good,bright,1,2,0,2,2,3,1,4.7,5.5,4.3,4.0,5.8,5.0,"A suburban street with a multi-lane road, lined with trees on one side and buildings on the other, under a blue sky with white clouds.",0.0,1.0,0.0,0.0,0.01627514138817787,0.8703174591064453,0.11340738832950592,0.5,0.25813757069408894
2573683976265978,images/Bromley/2573683976265978.jpg,Bromley,unknown,51.422831445571006,0.0267770525632475,51.426346186791,0.029213834476861,315.02420043945,1578486610192,Mapillary,0.3,True,low,medium,none,none,fair,dim,2,0,0,1,1,1,1,4.4,4.6,1.7,6.8,3.7,8.0,"The photograph shows a railway track with multiple lines, situated in front of a wooded area with bare trees and some greenery. In the background, there are buildings visible. The sky appears overcast.",0.0,1.0,0.0,0.0,0.05104495584964752,0.787436306476593,0.16151872277259827,0.5,0.27552247792482376
5163265643759233,images/Bromley/5163265643759233.jpg,Bromley,unknown,51.2971943267585,0.0528757108406237,51.298100836435,0.053707584804083,161.53987121582,1656167206596,Mapillary,0.3,True,high,low,light,none,good,bright,1,1,0,3,2,3,1,3.6,6.9,4.3,4.8,6.3,5.0,"A straight road with a single lane in each direction, lined with trees on both sides, a sidewalk on the right, and a low wall on the left. A car is visible in the distance.",0.066,0.875,0.059,-0.0516,0.016900302842259407,0.8455754518508911,0.1375242918729782,0.5258,0.2713501514211297
1112880805985697,images/Bromley/1112880805985697.jpg,Bromley,unknown,51.32247776853861,0.0371270536703629,51.31847070819,0.031227055879576,132.27791595459,1656166933621,Mapillary,0.2,True,high,low,none,none,good,bright,1,0,0,3,2,3,1,2.5,7.3,4.3,5.2,6.8,5.0,"A straight road with two lanes and a solid white line down the center, flanked by dense greenery on both sides, with trees forming a canopy overhead.",0.0,0.863,0.137,0.3612,0.006867590826004744,0.6950645446777344,0.2980678677558899,0.3194,0.16313379541300238
864660227727714,images/Bromley/864660227727714.jpg,Bromley,unknown,51.410856213497446,-0.016542996304784,51.410034271731,-0.015623398586513,188.09561157227,1504276298952,Mapillary,0.2,True,high,medium,moderate,none,fair,bright,2,2,0,3,1,3,1,6.2,5.6,3.7,7.2,4.7,6.0,"A street scene with a red brick building on the right and trees on the left. A wooden fence is visible on the left edge. The road appears to be in the distance. The image is taken from a low angle, looking up towards the sky.",0.049,0.951,0.0,-0.2732,0.04778815433382988,0.8809513449668884,0.07126050442457199,0.6366,0.34219407716691497
1090878831805374,images/Bromley/1090878831805374.jpg,Bromley,unknown,51.35490514755544,0.0296688969235645,51.352394762427,0.031532211095052,205.8013458252,1656166596512,Mapillary,0.3,True,high,low,none,none,good,bright,1,0,0,3,2,3,1,2.4,7.6,4.3,4.8,6.8,5.0,"A curved road with double white lines down the center, surrounded by dense trees and bushes on both sides, under a blue sky with white clouds.",0.0,1.0,0.0,0.0,0.06742730736732483,0.8689993619918823,0.06357333064079285,0.5,0.2837136536836624
301148322116283,images/Bromley/301148322116283.jpg,Bromley,unknown,51.40068104742247,0.0542009205633269,51.399859360024,0.055962520008456,169.06286480523,1645258890940,Mapillary,0.6,True,medium,low,none,none,good,dim,1,0,0,2,2,1,1,2.3,7.1,2.3,3.6,4.8,7.0,"A suburban street scene with trees lining both sides, a clear blue sky above, and a nearly empty road with a few streetlights.",0.084,0.794,0.121,0.2023,0.00627033831551671,0.5000776052474976,0.4936521053314209,0.39885000000000004,0.20256016915775837
26493930640239988,images/Bromley/26493930640239988.jpg,Bromley,unknown,51.40526285332917,0.0508962729281232,51.407772175,0.0530717125,109.60867090556,1775295743963,Mapillary,0.3,True,medium,low,light,none,fair,normal,1,1,0,2,1,2,1,4.4,5.2,2.7,4.8,4.2,7.0,"A residential street with parked and moving vehicles, houses with gardens and fences on both sides, and trees and bushes lining the road.",0.0,1.0,0.0,0.0,0.15926434099674225,0.7997135519981384,0.041022129356861115,0.5,0.3296321704983711
321185129375685,images/Bromley/321185129375685.jpg,Bromley,unknown,51.421494245430026,0.0413169910971787,51.417855043391,0.042918586396761,317.89352416992,1578486554209,Mapillary,0.1,True,low,low,light,none,fair,dim,1,1,0,1,1,1,1,5.0,3.3,1.7,5.6,3.2,8.0,"The image shows a blurry view of a train on a track, with a road in the foreground and trees in the background. A blue sign is visible on the left side of the image.",0.046,0.954,0.0,-0.1027,0.17986449599266052,0.76295006275177,0.057185351848602295,0.55135,0.36560724799633026
1172706419868884,images/Bromley/1172706419868884.jpg,Bromley,unknown,51.3939873515948,0.0637612031151311,51.393931209131,0.063243334323488,112.92651367188,1525348949499,Mapillary,0.2,True,high,low,none,none,fair,dim,1,0,0,3,1,1,1,3.0,6.9,1.7,5.2,3.7,8.0,"A tree-lined path with a wooden fence on the right side and dense greenery on both sides, leading to a gate in the distance.",0.0,1.0,0.0,0.0,0.008677665144205093,0.7934914231300354,0.1978309601545334,0.5,0.25433883257210255
3912027192227723,images/Bromley/3912027192227723.jpg,Bromley,unknown,51.38533566094667,0.0636355840731939,51.393110447525,0.066060889702953,109.86117553711,1525349005775,Mapillary,0.5,True,high,low,none,none,fair,normal,1,0,0,3,1,2,1,2.6,7.8,2.7,4.0,4.7,7.0,"A paved path with bike lane markings stretches into the distance, flanked by grassy areas and dense greenery on both sides, with a cloudy sky overhead.",0.0,1.0,0.0,0.0,0.003944470547139645,0.701789140701294,0.29426637291908264,0.5,0.2519722352735698
